0.00	0.00	0.00	32	0
0.00	0.03	0.01	32	0
0.00	0.02	0.01	32	0
0.00	0.03	0.01	32	0
0.00	0.03	0.01	32	0
0.00	0.00	0.00	64	0
0.01	0.01	0.01	64	0
0.00	0.00	0.00	64	0
0.00	0.05	0.03	64	0
0.00	0.02	0.01	64	0
0.00	0.02	0.01	128	0
0.01	0.05	0.04	128	0
0.01	0.04	0.02	128	0
0.01	0.04	0.02	128	0
0.01	0.06	0.03	128	0
0.01	0.10	0.06	256	0
0.03	0.07	0.05	256	0
0.01	0.09	0.05	256	0
0.03	0.08	0.05	256	0
0.04	0.07	0.06	512	0
0.01	0.11	0.06	512	0
0.04	0.14	0.09	512	0
0.05	0.14	0.09	512	0
0.03	0.14	0.09	512	0
0.02	0.12	0.07	512	0
0.05	0.29	0.17	1024	0
0.03	0.36	0.20	1024	0
0.08	0.32	0.21	1024	0
0.03	0.39	0.21	1024	0
0.03	0.35	0.19	1024	0
