0.00	0.00	0.00	32	0
0.00	0.00	0.00	32	0
0.00	0.02	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.00	0.00	32	0
0.00	0.02	0.02	64	0
0.00	0.03	0.04	64	0
0.00	0.03	0.03	64	0
0.00	0.03	0.04	64	0
0.00	0.04	0.04	64	0
0.00	0.04	0.04	128	0
0.00	0.05	0.05	128	0
0.00	0.05	0.05	128	0
0.00	0.05	0.05	128	0
0.00	0.05	0.05	128	0
0.00	0.08	0.08	256	0
0.00	0.08	0.08	256	0
0.00	0.08	0.08	256	0
0.00	0.06	0.06	256	0
0.00	0.07	0.07	256	0
0.00	0.19	0.19	512	0
0.00	0.12	0.12	512	0
0.00	0.10	0.10	512	0
0.00	0.13	0.13	512	0
0.00	0.12	0.12	512	0
0.00	0.33	0.33	1024	0
0.00	0.21	0.21	1024	0
0.00	0.21	0.21	1024	0
0.00	0.22	0.22	1024	0
0.00	0.21	0.21	1024	0
