0.00	0.04	0.04	32	0
0.00	0.03	0.03	32	0
0.00	0.02	0.03	32	0
0.00	0.02	0.03	32	0
0.00	0.02	0.03	32	0
0.00	0.03	0.03	32	0
0.00	0.03	0.03	32	0
0.00	0.03	0.03	32	0
0.00	0.02	0.03	32	0
0.00	0.03	0.03	32	0
0.00	0.06	0.06	64	0
0.00	0.06	0.06	64	0
0.01	0.05	0.06	64	0
0.00	0.06	0.07	64	0
0.00	0.07	0.07	64	0
0.00	0.06	0.06	64	0
0.00	0.06	0.06	64	0
0.00	0.05	0.06	64	0
0.01	0.05	0.06	64	0
0.00	0.05	0.06	64	0
0.01	0.11	0.12	128	0
0.01	0.11	0.12	128	0
0.01	0.10	0.11	128	0
0.00	0.11	0.11	128	0
0.01	0.11	0.11	128	0
0.01	0.10	0.11	128	0
0.00	0.07	0.07	128	0
0.00	0.03	0.03	128	0
0.02	0.11	0.13	128	0
0.00	0.09	0.10	128	0
0.00	0.07	0.07	256	0
0.01	0.07	0.08	256	0
0.01	0.09	0.10	256	0
0.01	0.07	0.08	256	0
0.01	0.06	0.06	256	0
0.00	0.06	0.07	256	0
0.00	0.06	0.07	256	0
0.02	0.08	0.10	256	0
0.01	0.10	0.10	256	0
0.01	0.10	0.10	256	0
0.01	0.09	0.10	512	0
0.02	0.14	0.15	512	0
0.01	0.11	0.12	512	0
0.01	0.11	0.12	512	0
0.02	0.12	0.13	512	0
0.02	0.15	0.16	512	0
0.01	0.16	0.17	512	0
0.01	0.12	0.13	512	0
0.01	0.11	0.12	512	0
0.02	0.13	0.14	512	0
0.04	0.23	0.25	1024	0
0.03	0.23	0.24	1024	0
0.03	0.21	0.23	1024	0
0.03	0.34	0.36	1024	0
0.03	0.25	0.27	1024	0
0.03	0.22	0.24	1024	0
0.03	0.19	0.20	1024	0
0.03	0.22	0.24	1024	0
0.03	0.33	0.34	1024	0
0.03	0.22	0.24	1024	0
