0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.01	0.00	0.01	32	0
0.00	0.03	0.04	32	0
0.01	0.03	0.04	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.02	0.03	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.01	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.04	0.04	32	0
0.00	0.03	0.03	32	0
0.01	0.02	0.04	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.04	0.04	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.01	0.02	0.03	32	0
0.00	0.03	0.04	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.03	0.03	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.01	0.00	0.01	32	0
0.01	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.01	0.03	0.04	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.03	0.04	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.01	0.02	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.01	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.02	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.03	0.03	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.00	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.04	0.04	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.01	0.01	32	0
0.00	0.02	0.03	64	0
0.00	0.01	0.02	64	0
0.00	0.01	0.02	64	0
