0.00	0.02	0.01	32	0
0.00	0.02	0.02	32	0
0.00	0.02	0.02	32	0
0.00	0.02	0.01	32	0
0.00	0.02	0.02	32	0
0.00	0.09	0.06	64	0
0.01	0.07	0.05	64	0
0.00	0.08	0.05	64	0
0.00	0.08	0.06	64	0
0.00	0.05	0.03	64	0
0.01	0.09	0.07	128	0
0.00	0.09	0.06	128	0
0.01	0.14	0.10	128	0
0.00	0.14	0.09	128	0
0.00	0.14	0.09	128	0
0.00	0.15	0.10	256	0
0.00	0.23	0.15	256	0
0.02	0.19	0.14	256	0
0.00	0.22	0.15	256	0
0.01	0.21	0.14	256	0
0.02	0.28	0.21	512	0
0.02	0.34	0.24	512	0
0.03	0.28	0.21	512	0
0.02	0.31	0.22	512	0
0.01	0.31	0.22	512	0
0.03	0.52	0.38	1024	0
0.04	0.54	0.39	1024	0
0.05	0.53	0.40	1024	0
0.07	0.50	0.39	1024	0
0.05	0.50	0.38	1024	0
